loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3640,0, Graduate, No,74000,241000,16,779,8000,29000,289000,49000, Approved
3641,3, Not Graduate, Yes,78000,177000,6,876,156000,152000,251000,108000, Approved
3642,3, Graduate, Yes,72000,165000,18,515,78000,63000,173000,106000, Rejected
3643,2, Not Graduate, No,76000,193000,12,463,54000,15000,160000,96000, Rejected
3644,4, Not Graduate, Yes,70000,267000,4,486,106000,122000,188000,60000, Approved
3645,0, Not Graduate, No,57000,130000,6,328,78000,75000,207000,82000, Rejected
3646,2, Not Graduate, No,82000,306000,10,343,98000,115000,169000,70000, Rejected
3647,0, Graduate, Yes,90000,278000,8,712,9000,67000,244000,58000, Approved
3648,3, Not Graduate, No,39000,119000,6,607,66000,60000,88000,20000, Approved
3649,0, Graduate, No,65000,162000,4,812,172000,107000,202000,62000, Approved
3650,4, Not Graduate, Yes,23000,77000,16,589,60000,44000,63000,23000, Approved
3651,1, Not Graduate, No,57000,218000,18,657,141000,32000,218000,32000, Approved
3652,4, Not Graduate, No,8000,28000,12,453,15000,3000,29000,6000, Rejected
3653,4, Not Graduate, Yes,84000,197000,14,889,224000,58000,220000,121000, Approved
3654,1, Graduate, Yes,43000,172000,4,564,104000,66000,115000,22000, Approved
3655,1, Not Graduate, Yes,3000,9000,20,419,8000,0,6000,3000, Rejected
3656,1, Graduate, No,87000,340000,16,663,54000,107000,178000,81000, Approved
3657,1, Not Graduate, No,44000,121000,4,884,98000,65000,150000,60000, Approved
3658,1, Graduate, Yes,56000,168000,16,528,75000,65000,123000,39000, Rejected
3659,2, Graduate, No,6000,13000,12,475,1000,11000,23000,6000, Rejected
3660,4, Not Graduate, Yes,25000,51000,20,695,11000,41000,67000,35000, Approved
3661,5, Not Graduate, No,38000,105000,10,759,18000,67000,81000,53000, Approved
3662,2, Not Graduate, No,25000,96000,4,636,9000,10000,73000,20000, Approved
3663,3, Not Graduate, Yes,55000,204000,10,546,106000,82000,135000,40000, Rejected
3664,5, Graduate, Yes,45000,171000,2,639,106000,75000,120000,65000, Approved
3665,4, Not Graduate, No,19000,40000,10,388,5000,14000,56000,9000, Rejected
3666,5, Graduate, Yes,64000,200000,12,594,1000,21000,165000,55000, Approved
3667,1, Not Graduate, Yes,38000,111000,6,760,21000,18000,87000,57000, Approved
3668,4, Not Graduate, Yes,63000,169000,16,582,160000,36000,237000,60000, Approved
3669,3, Not Graduate, No,3000,6000,6,896,3000,4000,6000,4000, Approved
3670,5, Not Graduate, Yes,71000,218000,18,891,70000,0,189000,47000, Approved
3671,2, Not Graduate, Yes,6000,17000,2,495,17000,2000,12000,5000, Rejected
3672,3, Graduate, Yes,44000,153000,16,865,12000,84000,150000,34000, Approved
3673,4, Not Graduate, No,76000,208000,12,775,19000,136000,192000,64000, Approved
3674,5, Graduate, Yes,87000,264000,10,318,118000,29000,232000,92000, Rejected
3675,3, Graduate, Yes,56000,127000,12,395,82000,93000,220000,64000, Rejected
3676,4, Not Graduate, No,41000,131000,14,772,112000,42000,105000,38000, Approved
3677,2, Not Graduate, Yes,79000,161000,18,318,173000,29000,299000,93000, Rejected
3678,3, Not Graduate, Yes,56000,209000,14,649,40000,107000,130000,82000, Approved
3679,3, Not Graduate, No,12000,31000,10,438,15000,22000,39000,10000, Rejected
3680,5, Graduate, No,69000,197000,6,588,98000,75000,171000,73000, Approved
3681,5, Not Graduate, No,27000,56000,2,815,11000,20000,71000,26000, Approved
3682,4, Graduate, Yes,98000,221000,4,364,168000,111000,265000,73000, Rejected
3683,2, Not Graduate, No,93000,323000,4,586,143000,64000,370000,104000, Approved
3684,4, Not Graduate, No,67000,253000,12,555,169000,36000,235000,49000, Approved
3685,4, Graduate, No,13000,46000,10,312,18000,6000,31000,8000, Rejected
3686,2, Graduate, Yes,79000,171000,16,605,192000,141000,219000,104000, Approved
3687,5, Not Graduate, No,67000,232000,18,672,16000,67000,208000,54000, Approved
3688,2, Not Graduate, Yes,21000,45000,18,591,25000,5000,55000,15000, Approved
3689,4, Graduate, Yes,47000,110000,4,321,101000,1000,96000,69000, Rejected
3690,2, Graduate, No,37000,134000,16,393,64000,6000,142000,35000, Rejected
3691,0, Graduate, Yes,58000,218000,2,561,44000,72000,150000,42000, Approved
3692,5, Graduate, Yes,24000,69000,20,725,17000,4000,88000,24000, Approved
3693,1, Not Graduate, Yes,81000,276000,16,438,10000,105000,322000,80000, Rejected
3694,5, Graduate, Yes,54000,214000,12,399,40000,97000,124000,68000, Rejected
3695,0, Graduate, No,14000,54000,8,592,41000,4000,43000,8000, Approved
3696,2, Not Graduate, No,25000,86000,8,835,25000,40000,77000,13000, Approved
3697,0, Not Graduate, Yes,16000,53000,4,733,4000,21000,55000,11000, Approved
3698,0, Not Graduate, No,37000,106000,20,484,58000,13000,139000,35000, Rejected
3699,5, Not Graduate, Yes,5000,18000,20,615,5000,7000,11000,3000, Approved
3700,3, Not Graduate, Yes,53000,195000,4,591,132000,47000,198000,79000, Approved
3701,0, Graduate, Yes,28000,68000,12,349,41000,20000,111000,14000, Rejected
3702,1, Graduate, Yes,96000,299000,18,478,185000,152000,382000,94000, Rejected
3703,4, Graduate, No,22000,78000,20,633,0,39000,84000,19000, Approved
3704,1, Not Graduate, Yes,84000,309000,8,378,186000,10000,259000,111000, Rejected
3705,1, Not Graduate, No,21000,53000,20,461,15000,38000,81000,17000, Rejected
3706,2, Not Graduate, Yes,28000,70000,2,834,5000,29000,81000,13000, Approved
3707,0, Not Graduate, No,25000,58000,20,671,74000,5000,75000,20000, Approved
3708,3, Graduate, Yes,17000,58000,10,524,41000,29000,66000,8000, Rejected
3709,3, Graduate, No,61000,207000,4,816,149000,54000,242000,59000, Approved
3710,3, Graduate, No,41000,117000,10,729,69000,62000,154000,21000, Approved
3711,5, Not Graduate, Yes,45000,127000,8,307,110000,38000,126000,27000, Rejected
3712,2, Graduate, Yes,56000,191000,8,350,27000,12000,142000,42000, Rejected
3713,3, Not Graduate, Yes,58000,166000,10,444,133000,59000,150000,85000, Rejected
3714,4, Not Graduate, No,86000,267000,10,895,22000,88000,226000,69000, Approved
3715,2, Graduate, No,29000,105000,20,708,42000,6000,77000,43000, Approved
3716,2, Not Graduate, Yes,83000,176000,2,355,10000,7000,284000,68000, Rejected
3717,5, Not Graduate, No,24000,51000,6,756,15000,2000,53000,34000, Approved
3718,4, Graduate, No,56000,120000,4,719,56000,29000,145000,34000, Approved
3719,1, Graduate, Yes,95000,354000,14,439,4000,12000,202000,135000, Rejected
3720,4, Not Graduate, Yes,49000,159000,10,668,108000,83000,149000,28000, Approved
3721,4, Not Graduate, Yes,59000,165000,2,765,130000,94000,200000,35000, Approved
3722,5, Graduate, Yes,5000,15000,4,476,2000,2000,11000,7000, Approved
3723,3, Graduate, No,70000,217000,14,781,54000,85000,193000,96000, Approved
3724,1, Not Graduate, No,35000,127000,4,350,52000,68000,129000,18000, Approved
3725,0, Graduate, No,52000,122000,16,783,50000,20000,114000,51000, Approved
3726,3, Graduate, Yes,63000,199000,12,770,19000,24000,155000,31000, Approved
3727,2, Not Graduate, No,84000,283000,10,822,18000,160000,330000,44000, Approved
3728,1, Not Graduate, Yes,75000,225000,14,469,123000,96000,162000,45000, Rejected
3729,2, Graduate, No,33000,130000,16,300,55000,59000,74000,31000, Rejected
3730,2, Not Graduate, No,88000,224000,14,692,217000,51000,186000,109000, Approved
3731,5, Graduate, No,2000,7000,18,707,-1000,1000,5000,2000, Approved
3732,5, Not Graduate, Yes,80000,291000,4,658,106000,86000,288000,46000, Approved
3733,3, Graduate, No,10000,40000,6,625,7000,1000,28000,5000, Approved
3734,1, Graduate, No,94000,267000,10,343,76000,25000,286000,132000, Rejected
3735,5, Graduate, No,21000,73000,18,358,37000,32000,72000,22000, Rejected
3736,4, Graduate, Yes,54000,115000,20,705,146000,38000,135000,61000, Approved
3737,2, Graduate, Yes,47000,151000,8,799,97000,25000,107000,47000, Approved
3738,3, Graduate, No,88000,337000,12,397,173000,160000,222000,88000, Rejected
3739,5, Graduate, No,32000,122000,6,493,77000,62000,67000,21000, Rejected
3740,0, Graduate, Yes,72000,219000,4,446,177000,109000,245000,76000, Approved
3741,2, Not Graduate, Yes,25000,72000,16,315,55000,33000,49000,28000, Rejected
3742,5, Not Graduate, Yes,69000,157000,14,887,138000,53000,252000,45000, Approved
3743,5, Graduate, Yes,57000,205000,16,429,28000,19000,224000,39000, Rejected
3744,4, Graduate, Yes,55000,151000,18,673,105000,80000,139000,72000, Approved
3745,4, Not Graduate, Yes,92000,291000,10,731,145000,83000,358000,50000, Approved
3746,5, Graduate, Yes,57000,115000,2,732,158000,37000,156000,53000, Approved
3747,5, Graduate, Yes,50000,164000,14,525,130000,91000,153000,33000, Rejected
3748,4, Not Graduate, No,23000,55000,6,343,-1000,41000,48000,32000, Rejected
3749,0, Not Graduate, Yes,30000,110000,16,331,80000,45000,66000,24000, Rejected
3750,0, Not Graduate, No,79000,262000,18,845,142000,147000,274000,63000, Approved
3751,2, Graduate, No,20000,62000,16,696,41000,6000,54000,13000, Approved
3752,5, Not Graduate, No,27000,87000,14,772,22000,28000,76000,37000, Approved
3753,3, Graduate, Yes,64000,158000,18,628,69000,27000,248000,53000, Approved
3754,0, Not Graduate, Yes,82000,191000,2,764,229000,89000,205000,40000, Approved
3755,1, Graduate, No,28000,69000,14,553,4000,49000,68000,42000, Approved
3756,1, Not Graduate, No,89000,200000,2,653,127000,6000,178000,99000, Approved
3757,1, Not Graduate, No,51000,200000,4,506,79000,89000,203000,67000, Approved
3758,3, Graduate, No,28000,85000,20,431,62000,17000,78000,22000, Rejected
3759,2, Not Graduate, Yes,61000,123000,18,697,141000,91000,126000,35000, Approved
3760,2, Not Graduate, No,84000,245000,6,588,110000,13000,229000,104000, Approved
3761,1, Not Graduate, No,16000,56000,6,846,6000,28000,46000,12000, Approved
3762,5, Graduate, No,41000,110000,14,379,62000,17000,85000,54000, Rejected
3763,1, Not Graduate, No,3000,7000,10,745,0,0,9000,1000, Approved
3764,3, Graduate, No,96000,345000,20,523,261000,26000,243000,53000, Rejected
3765,4, Graduate, Yes,83000,254000,4,624,229000,40000,248000,54000, Approved
3766,1, Graduate, No,46000,167000,16,407,130000,60000,98000,28000, Rejected
3767,3, Not Graduate, Yes,56000,116000,12,756,33000,18000,184000,78000, Approved
3768,3, Graduate, Yes,41000,83000,16,351,60000,1000,111000,22000, Rejected
3769,3, Not Graduate, No,37000,134000,18,373,28000,1000,132000,25000, Rejected
3770,4, Not Graduate, Yes,8000,24000,2,461,13000,13000,23000,3000, Approved
3771,4, Graduate, No,81000,281000,12,672,56000,92000,172000,95000, Approved
3772,2, Graduate, Yes,27000,95000,10,434,27000,15000,81000,18000, Rejected
3773,2, Not Graduate, Yes,70000,214000,12,541,37000,13000,198000,96000, Rejected
3774,3, Not Graduate, Yes,81000,293000,2,413,81000,151000,255000,64000, Approved
3775,1, Graduate, No,32000,76000,4,592,30000,14000,81000,47000, Approved
3776,4, Not Graduate, Yes,4000,14000,10,665,3000,3000,15000,2000, Approved
3777,1, Graduate, No,78000,239000,4,313,26000,153000,230000,109000, Approved
3778,0, Not Graduate, No,58000,196000,14,673,89000,107000,180000,72000, Approved
3779,0, Not Graduate, Yes,26000,60000,8,382,17000,22000,82000,16000, Rejected
3780,5, Not Graduate, No,54000,211000,12,661,158000,104000,201000,54000, Approved
3781,3, Graduate, Yes,6000,17000,4,576,4000,1000,21000,5000, Approved
3782,1, Graduate, No,6000,12000,14,443,7000,10000,22000,8000, Rejected
3783,5, Graduate, Yes,95000,217000,16,307,275000,27000,285000,97000, Rejected
3784,4, Graduate, Yes,19000,48000,12,656,15000,16000,54000,17000, Approved
3785,1, Graduate, Yes,98000,212000,4,885,180000,164000,373000,108000, Approved
3786,3, Graduate, No,78000,166000,20,896,124000,108000,305000,55000, Approved
3787,5, Not Graduate, No,49000,141000,2,802,33000,75000,161000,27000, Approved
3788,3, Graduate, Yes,83000,227000,2,650,36000,160000,180000,58000, Approved
3789,4, Not Graduate, Yes,39000,89000,10,665,93000,40000,92000,53000, Approved
3790,2, Graduate, No,90000,357000,12,339,152000,84000,195000,90000, Rejected
3791,1, Not Graduate, No,96000,324000,20,447,154000,184000,198000,47000, Rejected
3792,5, Not Graduate, Yes,10000,24000,18,613,16000,13000,26000,6000, Approved
3793,5, Graduate, No,28000,72000,16,424,9000,50000,61000,32000, Rejected
3794,2, Not Graduate, No,83000,208000,6,667,193000,41000,254000,68000, Approved
3795,4, Not Graduate, Yes,69000,183000,18,715,82000,6000,150000,75000, Approved
3796,5, Not Graduate, Yes,38000,91000,18,654,90000,40000,102000,30000, Approved
3797,2, Not Graduate, No,80000,178000,20,549,24000,97000,274000,108000, Rejected
3798,4, Graduate, Yes,98000,297000,4,373,111000,55000,378000,100000, Approved
3799,0, Graduate, Yes,29000,72000,16,332,36000,57000,76000,36000, Rejected
3800,4, Graduate, No,79000,315000,20,534,124000,85000,216000,64000, Rejected
3801,3, Not Graduate, No,46000,179000,8,396,107000,40000,123000,26000, Rejected
3802,2, Graduate, No,10000,37000,18,892,22000,8000,30000,5000, Approved
3803,5, Graduate, No,90000,213000,14,602,34000,77000,354000,110000, Approved
3804,0, Graduate, Yes,94000,361000,10,615,212000,38000,274000,91000, Approved
3805,5, Graduate, Yes,74000,233000,20,482,157000,36000,291000,68000, Rejected
3806,0, Graduate, No,66000,201000,16,397,192000,70000,172000,84000, Rejected
3807,0, Not Graduate, No,13000,34000,10,464,12000,2000,35000,14000, Rejected
3808,0, Graduate, Yes,11000,34000,14,832,32000,2000,44000,16000, Approved
3809,5, Graduate, No,92000,348000,12,802,220000,110000,198000,125000, Approved
3810,2, Graduate, No,70000,239000,18,628,134000,66000,252000,72000, Approved
3811,4, Graduate, No,51000,188000,10,694,64000,53000,135000,41000, Approved
3812,1, Not Graduate, Yes,32000,93000,20,741,38000,35000,69000,23000, Approved
3813,1, Not Graduate, Yes,37000,109000,14,748,37000,28000,132000,41000, Approved
3814,5, Graduate, No,36000,128000,4,320,25000,29000,126000,29000, Approved
3815,1, Graduate, No,56000,117000,10,774,110000,43000,131000,65000, Approved
3816,0, Not Graduate, Yes,95000,320000,2,500,83000,97000,245000,56000, Approved
3817,4, Not Graduate, No,15000,40000,18,706,0,27000,44000,17000, Approved
3818,4, Not Graduate, No,74000,183000,10,601,164000,126000,288000,61000, Approved
3819,2, Graduate, No,60000,174000,16,806,18000,21000,202000,35000, Approved
3820,0, Graduate, Yes,30000,96000,6,644,39000,7000,105000,30000, Approved
3821,4, Graduate, Yes,60000,129000,14,723,7000,16000,136000,41000, Approved
3822,5, Graduate, Yes,6000,15000,12,509,16000,1000,19000,8000, Rejected
3823,0, Graduate, No,18000,66000,4,898,24000,1000,46000,14000, Approved
3824,2, Graduate, Yes,55000,120000,2,567,72000,47000,115000,70000, Approved
3825,1, Graduate, No,10000,21000,6,715,22000,10000,22000,11000, Approved
3826,2, Not Graduate, Yes,17000,35000,10,854,50000,24000,34000,17000, Approved
3827,1, Graduate, Yes,34000,123000,8,523,61000,47000,83000,26000, Rejected
3828,1, Graduate, Yes,96000,359000,8,534,245000,177000,319000,54000, Rejected
3829,0, Not Graduate, Yes,26000,76000,18,470,7000,7000,55000,29000, Rejected
3830,1, Graduate, No,16000,35000,18,619,32000,1000,63000,15000, Approved
3831,0, Graduate, Yes,43000,128000,20,572,86000,22000,110000,61000, Approved
3832,3, Graduate, No,14000,35000,16,365,26000,22000,29000,16000, Rejected
3833,0, Not Graduate, No,80000,180000,16,791,139000,103000,234000,106000, Approved
3834,4, Not Graduate, Yes,50000,181000,12,424,52000,20000,145000,61000, Rejected
3835,5, Graduate, No,45000,102000,12,726,29000,86000,175000,42000, Approved
3836,1, Graduate, No,34000,99000,2,736,39000,48000,106000,45000, Approved
3837,5, Graduate, Yes,57000,128000,14,488,136000,10000,132000,55000, Rejected
3838,2, Not Graduate, Yes,26000,76000,10,400,68000,28000,101000,32000, Rejected
3839,0, Graduate, Yes,45000,122000,20,311,112000,50000,127000,24000, Rejected
3840,2, Not Graduate, Yes,51000,168000,2,504,64000,27000,171000,44000, Approved
3841,4, Not Graduate, Yes,51000,186000,20,312,96000,60000,165000,55000, Rejected
3842,5, Graduate, Yes,17000,65000,14,587,11000,10000,64000,15000, Approved
3843,1, Not Graduate, No,52000,105000,20,317,30000,80000,193000,53000, Rejected
3844,4, Not Graduate, No,84000,290000,2,463,127000,11000,201000,67000, Approved
3845,1, Not Graduate, Yes,90000,340000,16,842,63000,169000,229000,58000, Approved
3846,4, Graduate, Yes,34000,118000,20,616,50000,33000,99000,29000, Approved
3847,1, Not Graduate, No,54000,194000,8,800,8000,61000,195000,30000, Approved
3848,0, Graduate, Yes,7000,21000,12,813,2000,13000,22000,5000, Approved
3849,2, Graduate, No,76000,248000,12,564,140000,62000,247000,67000, Approved
3850,2, Not Graduate, No,50000,147000,12,837,22000,72000,117000,48000, Approved
3851,5, Not Graduate, Yes,25000,94000,16,735,0,22000,95000,17000, Approved
3852,4, Not Graduate, Yes,20000,52000,16,724,52000,38000,46000,28000, Approved
3853,5, Not Graduate, No,90000,239000,12,658,57000,46000,321000,61000, Approved
3854,5, Graduate, No,83000,318000,16,858,246000,111000,263000,85000, Approved
3855,0, Not Graduate, Yes,31000,85000,8,614,17000,46000,110000,33000, Approved
3856,2, Graduate, Yes,85000,256000,16,714,114000,148000,172000,57000, Approved
3857,2, Graduate, Yes,12000,46000,20,605,36000,15000,46000,6000, Approved
3858,4, Graduate, Yes,28000,55000,8,875,69000,40000,60000,33000, Approved
3859,5, Graduate, Yes,28000,109000,6,359,50000,33000,76000,30000, Rejected
3860,5, Graduate, Yes,65000,241000,6,441,141000,96000,153000,52000, Rejected
3861,4, Graduate, No,87000,252000,18,790,250000,91000,184000,84000, Approved
3862,1, Not Graduate, Yes,54000,136000,4,821,116000,87000,199000,56000, Approved
3863,2, Not Graduate, No,86000,333000,16,375,196000,112000,255000,112000, Rejected
3864,3, Graduate, No,47000,96000,10,545,52000,72000,120000,53000, Rejected
3865,5, Not Graduate, Yes,11000,39000,4,891,11000,2000,34000,9000, Approved
3866,0, Graduate, No,64000,140000,8,486,51000,127000,239000,37000, Rejected
3867,0, Graduate, No,43000,99000,4,696,124000,21000,170000,21000, Approved
3868,5, Not Graduate, Yes,29000,111000,4,683,17000,39000,94000,33000, Approved
3869,5, Not Graduate, No,96000,271000,8,594,255000,46000,268000,133000, Approved
3870,3, Not Graduate, Yes,9000,25000,20,529,9000,3000,32000,7000, Rejected
3871,5, Not Graduate, No,81000,263000,4,429,36000,85000,222000,69000, Approved
3872,0, Not Graduate, Yes,88000,250000,4,400,113000,40000,236000,94000, Rejected
3873,0, Graduate, No,88000,175000,4,848,254000,82000,316000,51000, Approved
3874,1, Not Graduate, No,64000,215000,6,489,16000,46000,176000,89000, Rejected
3875,2, Graduate, No,29000,66000,10,326,86000,22000,74000,34000, Rejected
3876,5, Graduate, No,16000,61000,8,663,39000,8000,64000,12000, Approved
3877,1, Not Graduate, No,16000,51000,18,729,25000,20000,62000,9000, Approved
3878,2, Graduate, Yes,31000,107000,4,398,31000,30000,74000,20000, Approved
